Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Post-demographic dividend,PST,,,1529.710954,1622.124494,1745.267963,1892.934443,2063.383304,2195.543647,2408.09872,2619.455552,2774.637846,3028.398931,3473.083274,4254.689206,4967.474387,5553.037102,5876.092572,6303.556685,7198.482045,8614.43948,9929.855455,10305.69199,9830.22711,9474.598351,9868.518457,10358.88238,11683.20324,14048.81973,17132.09178,18058.86502,18876.14776,19591.18946,21226.86142,21699.6858,22790.10716,24320.22815,25478.10991,25571.81276,24643.3729,25000.44738,26050.34422,26065.73603,25918.13636,27950.53549,31907.30481,35145.79951,36839.84251,38210.7411,39739.05717,39105.38581,40207.22659,41564.65118,42849.09833,43592.13189,43755.74485,42549.56018,41713.94064,42048.76388,44945.76117,46506.52023
French Polynesia,PYF,,,,,,,,2090,2520,2430,2400,2640,2660,3320,4580,5100,5590,5890,6760,7980,9140,9600,9130,8190,8030,8340,10250,13000,15350,14940,15270,16030,17260,17400,17470,17910,17780,17250,16660,16170,15760,,,,,,,,,,,,,,,,,,,
Qatar,QAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28400,30680,36160,38260,50810,58030,65580,61250,63620,66950,72880,79390,80890,73440,64550,56920,58830,61180
Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1190,1270,1490,1640,1590,1580,1610,1710,1760,1950,2250,2960,3880,4900,6390,8800,9220,8640,8650,8760,9320,9700,9600,9620,10110,11430,12620
Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440,3090,2920,2650,2640,2600,2650,2130,1750,1710,1780,2100,2590,3410,4450,5810,7560,9580,9230,9980,11060,13490,15190,14630,11780,9730,9210,10250,11260
Rwanda,RWA,,,40,40,40,40,40,50,50,50,60,60,60,70,80,100,130,160,180,230,270,280,270,260,250,260,290,320,350,350,350,320,340,310,150,210,220,260,260,280,280,270,260,250,270,320,360,410,490,550,600,650,710,720,740,750,740,740,780,830
South Asia,SAS,,,86.67295842,93.94650671,104.5607998,109.3400568,105.3902073,106.5815033,103.9928377,111.3545531,117.9807312,121.9142978,125.7802024,141.9951721,164.5368177,187.6694978,181.7468811,184.7084572,203.5393295,222.2509584,267.0459555,293.2203336,287.2784656,281.2379465,279.3434135,288.955831,308.5073068,343.5616449,381.5049504,378.9131123,375.4477027,347.9816321,349.7108207,335.4235808,349.2979659,374.6914936,406.1690367,414.1567208,415.4657282,435.8447076,445.1358088,454.6752546,461.4257781,513.9370684,599.6663068,688.3269916,762.1388005,871.0159858,949.1960265,1053.020387,1147.131883,1276.767161,1389.238701,1435.511586,1479.060796,1524.114143,1601.789557,1734.262858,1902.231158,1993.827524
Saudi Arabia,SAU,,,,,,,,,,,930,1000,1150,1600,3160,4500,8020,8770,8890,11170,14270,16530,13970,11320,10130,9010,9140,7700,7630,7080,7390,8310,8500,8050,7720,7810,8030,8230,8010,7650,8150,8520,8370,9480,11040,12650,14160,15800,18460,17900,18750,20880,24040,25440,25550,23710,21610,19990,21610,22840
Sudan,SDN,,,140,140,140,140,140,140,150,160,170,180,190,220,290,380,440,480,460,490,480,500,470,430,380,390,540,790,780,720,530,450,340,310,320,400,400,380,340,330,340,350,380,430,500,600,700,910,1080,1150,1190,1350,1540,1490,1560,1690,1570,1320,840,590
Senegal,SEN,,,,,,,,,340,310,320,320,350,370,450,560,600,590,580,720,800,810,750,590,550,550,630,810,930,930,900,910,960,910,750,720,680,690,680,670,650,630,600,710,870,1000,1040,1120,1270,1340,1340,1310,1330,1360,1380,1320,1270,1280,1400,1460
Singapore,SGP,,,490,530,510,540,590,660,750,850,970,1090,1280,1600,2090,2660,2930,3020,3370,3990,4730,5380,5680,6170,6930,7100,7330,8080,9320,10320,11450,12970,15270,17710,20780,23630,25620,27730,24010,23360,23680,22130,22000,23440,26150,28820,32550,36010,37230,37320,44930,48290,51740,54480,56380,53160,53020,54320,57900,59590
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,730,690,650,590,560,570,580,570,610,640,770,830,970,1160,1290,1300,1230,1170,990,950,850,870,910,980,1040,1120,1230,1310,1470,1620,1820,2160,2200,2130,2150,2220,2370,2390
Sierra Leone,SLE,,,,,150,160,150,140,140,150,160,160,170,190,220,250,220,210,240,310,370,360,350,300,290,240,170,180,170,210,190,170,130,160,160,180,210,200,170,150,140,150,200,270,280,290,300,360,420,440,420,430,530,660,700,550,490,520,490,540
El Salvador,SLV,,,,,,,,300,300,300,310,320,350,380,440,480,530,610,710,780,760,730,680,670,690,720,760,820,860,860,900,930,1060,1170,1290,1480,1590,1690,1750,1810,1900,1950,2000,2130,2270,2420,2570,2680,2870,2820,2880,3060,3210,3350,3400,3440,3510,3600,3820,4000
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,,,70,70,70,70,80,90,90,90,100,100,120,140,130,190,180,160,130,110,100,110,110,100,110,120,130,150,150,150,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2990,2990,2610,1610,1540,1520,2390,3250,3830,4200,4890,6040,6450,6220,6300,6090,6460,6240,5960,5700,5560,6410,7030
Sub-Saharan Africa (excluding high income),SSA,,,120.5177334,127.4322708,133.4737141,141.1762912,146.5633663,150.3469405,156.9270522,170.1306449,191.4486055,204.0592391,217.4924392,251.6403938,329.2918136,384.5573558,412.760044,424.3932653,446.3937195,521.8926353,622.9249606,719.1908287,756.7213675,745.404998,654.4681379,589.4046141,564.6645538,601.4721975,652.5956517,639.1607799,623.7382264,620.5455873,614.8843454,578.9546511,553.5685954,568.8640187,589.5396592,602.7642397,568.6150815,557.9492034,550.5449521,544.4796387,553.3738825,603.0056183,732.7545006,896.3405327,1040.90939,1173.063047,1323.711459,1370.080253,1440.556649,1517.516606,1659.7508,1747.463509,1794.698732,1709.619053,1560.92789,1476.516369,1498.471227,1540.204079
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810,850,1160,1250,1090,,,,
Sub-Saharan Africa,SSF,,,120.8811062,127.8171739,133.877161,141.5991352,147.0097102,150.8022245,157.401815,170.6396255,192.021009,204.6830165,218.1738535,252.4503708,330.3527487,385.801113,414.1029747,425.773317,447.9111538,523.8248301,624.5541658,720.5623672,757.6564021,745.9994048,655.2543775,590.5123541,566.308355,603.9302416,655.9624618,642.9455139,628.006508,625.1761879,620.3398567,584.7557813,559.6164267,575.2338425,596.3943293,609.7811193,575.3837352,564.4287352,557.3728765,551.318369,559.9946998,610.2421192,741.0696078,905.0810289,1049.907854,1182.464612,1333.940276,1380.470416,1450.997934,1528.045685,1671.502506,1760.217491,1807.536112,1722.171675,1573.292365,1489.150949,1512.410349,1554.568109
Small states,SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4270.63111,4738.812291,5614.890208,6586.68123,7795.028141,9024.800179,10263.46175,10084.41383,10479.49132,11176.43316,12324.3518,13245.81272,13420.28387,12679.31968,11738.1143,11213.31633,11858.88144,12401.2286
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,700,820,940,960,1020,1060,1130,1180,1230,1430,1630,1650,1690,1700,1870,1930
Suriname,SUR,,,270,230,250,370,450,510,520,530,570,610,690,770,980,1320,1420,1640,1930,2170,2290,2640,2510,2320,2340,2380,2460,2520,2980,2230,1420,1140,1040,970,1100,1320,1630,1840,2050,1950,1970,1670,1930,2200,2820,3320,4040,5050,6330,6960,7620,7920,8550,8950,9260,8690,6590,5390,5210,5420
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4220,5020,5420,5430,5380,5530,5720,6020,6960,9030,11350,12940,14930,17250,17100,17430,17440,17800,18250,18310,17670,16790,16620,18350,19210
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8840,10200,11240,11000,11320,11270,10950,10920,12630,15610,18310,19820,21790,24620,24380,24540,24580,23250,23230,23610,22250,21770,22130,24600,25940
Sweden,SWE,,,2310,2490,2740,2960,3190,3460,3770,4100,4690,4990,5670,7050,8580,10160,10720,11290,12460,14790,17300,17530,15760,13550,13020,13080,15330,19360,24190,26090,27760,29110,31340,28200,27690,28070,30400,31390,31110,31300,31610,29720,29090,32750,39790,45770,49150,52310,55720,52640,54630,56700,59090,61800,61870,58420,54360,53010,55580,55820
Eswatini,SWZ,,,,,,,,,,,,,300,370,470,,,,,,,,,,,,,,,,1290,1350,1570,1580,1570,1820,1930,1960,1740,1730,1670,1700,1570,1700,2160,3080,3300,3480,3360,3320,3460,3860,4310,4420,4130,3800,3450,3390,3630,3670
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27540,28670,29560,30890,28210,27680,
Seychelles,SYC,,,290,310,330,320,360,350,350,330,350,410,480,630,770,870,910,870,1170,1760,2110,2300,2290,2190,2220,2490,2740,3200,3970,4540,5030,5200,6000,6390,6530,6460,6740,7330,7320,7290,7290,7310,6850,7490,9280,11140,12580,12280,11180,10230,10220,10570,11540,12700,13350,14020,13840,14310,15670,16900
Syrian Arab Republic,SYR,,,250,230,250,270,250,280,300,370,360,410,500,500,710,970,1090,1050,1170,1280,1570,1760,1750,1710,1650,1700,1480,1270,1190,890,910,990,1110,1070,970,900,850,850,920,890,970,1110,1210,1240,1380,1510,1620,1820,,,,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23280,25530,27300,26200,28340,
Chad,TCD,,,110,110,110,120,120,130,130,140,140,140,150,160,190,230,220,230,240,220,240,230,210,190,180,210,210,210,270,270,270,290,330,240,220,210,200,210,220,200,180,190,190,210,340,470,530,630,700,830,910,890,960,970,980,880,730,640,680,700
East Asia & Pacific (IDA & IBRD countries),TEA,,,72.13130596,78.45752311,87.21367178,98.81194368,106.906566,100.8348156,97.63110515,109.3985379,122.5376632,125.9883275,133.0515825,160.651447,188.0396576,218.7834349,213.9587904,227.5502222,241.3905815,266.5128061,294.5880523,311.665149,311.2085028,307.1460097,325.5015808,348.2478746,369.8347651,386.2937739,406.0261284,407.8127906,423.413639,453.8662124,504.005568,547.4690881,614.6347808,707.0393464,822.9497964,891.9277048,837.4681334,861.8618889,920.9744334,993.696629,1076.449079,1223.268811,1438.916166,1654.764012,1914.87255,2297.961893,2800.045581,3249.014641,3799.268162,4388.245239,5129.063254,5768.616238,6276.467856,6540.681887,6752.015127,7093.067972,7771.361184,8372.513
Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2324.173322,2197.225437,2158.992889,1984.998056,2064.043965,2131.138784,2231.813515,2101.972618,1986.190623,2082.547522,2012.912116,2175.662944,2544.908645,3258.365053,4128.218804,5048.436041,6209.194971,7571.767092,7533.113776,7987.38349,8568.532148,9658.291596,10541.38769,10479.17343,9255.794571,8194.845399,7926.949295,8441.959828,8893.669144
Togo,TGO,,,90,90,100,110,120,120,130,140,130,130,140,170,220,260,270,290,330,350,420,390,320,250,230,230,250,310,390,400,400,400,420,330,310,300,310,350,330,310,310,290,300,350,390,400,410,420,470,530,560,610,590,620,640,640,610,600,660,690
Thailand,THA,,,110,120,130,140,160,170,180,190,210,210,220,260,330,380,420,450,530,610,710,760,760,760,790,790,830,950,1160,1320,1490,1660,1880,2130,2400,2740,2950,2680,2080,1980,1980,1960,1990,2180,2530,2790,3100,3530,3970,4140,4580,4950,5520,5720,5760,5710,5700,5960,6600,7260
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,290,210,210,170,170,180,180,170,160,170,210,270,380,470,580,750,800,920,1020,1150,1330,1350,1250,1100,1010,1000,1030
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,680,610,610,550,560,620,600,650,750,990,1310,1590,1890,2320,3040,3550,4070,4730,5560,6510,7200,7030,6820,6380,6740,
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,,,,,478.1019496,488.7360406,523.5674844,556.5999451,591.0634013,648.0190127,713.8999728,874.6850787,1112.036288,1282.509609,1350.595135,1392.006792,1519.103782,1790.788254,2114.12416,2278.156033,2155.792781,1890.549252,1791.291323,1756.718492,1825.329455,1956.219195,2072.139897,2180.514158,2288.936012,2662.258083,2962.861894,3202.005485,3432.89561,3655.789531,3962.802536,4259.232932,4241.77918,4024.322215,4109.159272,3983.723907,3721.294225,3697.399054,4001.148785,4491.901885,5190.469957,6078.747087,7031.560602,7204.600514,8005.583115,8845.427031,9771.054294,10178.95615,10065.01397,9222.574878,8468.30023,8338.888464,8630.329903,8697.129239
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,670,780,930,1310,1840,2970,2330,2850,3710,3630,3200,2690,2200,1750,1780,1800,2020
Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1239.807223,1376.277394,1464.028196,1506.008106,1510.630802,1567.57459,1600.477676,1600.826048,1710.9884,1896.72978,2156.296344,2436.896031,2854.020122,3373.663159,3694.799868,4013.291188,4109.515007,4596.842723,4759.200971,4634.17884,4181.360346,4115.616783,3875.068497,3854.817157,
Tonga,TON,,,,,,,,,,,,,,,,,,,,,,,,690,690,720,770,870,1070,1160,1220,1350,1450,1530,1820,2090,2370,2340,2240,2170,2080,2030,2000,2000,2160,2410,2720,2900,3270,3180,3370,3810,4320,4540,4600,4440,4410,4590,4800,5000
South Asia (IDA & IBRD),TSA,,,86.67295842,93.94650671,104.5607998,109.3400568,105.3902073,106.5815033,103.9928377,111.3545531,117.9807312,121.9142978,125.7802024,141.9951721,164.5368177,187.6694978,181.7468811,184.7084572,203.5393295,222.2509584,267.0459555,293.2203336,287.2784656,281.2379465,279.3434135,288.955831,308.5073068,343.5616449,381.5049504,378.9131123,375.4477027,347.9816321,349.7108207,335.4235808,349.2979659,374.6914936,406.1690367,414.1567208,415.4657282,435.8447076,445.1358088,454.6752546,461.4257781,513.9370684,599.6663068,688.3269916,762.1388005,871.0159858,949.1960265,1053.020387,1147.131883,1276.767161,1389.238701,1435.511586,1479.060796,1524.114143,1601.789557,1734.262858,1902.231158,1993.827524
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,120.8811062,127.8171739,133.877161,141.5991352,147.0097102,150.8022245,157.401815,170.6396255,192.021009,204.6830165,218.1738535,252.4503708,330.3527487,385.801113,414.1029747,425.773317,447.9111538,523.8248301,624.5541658,720.5623672,757.6564021,745.9994048,655.2543775,590.5123541,566.308355,603.9302416,655.9624618,642.9455139,628.006508,625.1761879,620.3398567,584.7557813,559.6164267,575.2338425,596.3943293,609.7811193,575.3837352,564.4287352,557.3728765,551.318369,559.9946998,610.2421192,741.0696078,905.0810289,1049.907854,1182.464612,1333.940276,1380.470416,1450.997934,1528.045685,1671.502506,1760.217491,1807.536112,1722.171675,1573.292365,1489.150949,1512.410349,1554.568109
Trinidad and Tobago,TTO,,,640,750,800,820,760,770,790,810,830,870,1000,1200,1500,2170,2530,2810,3360,3940,5140,6060,6710,6120,6030,5900,5090,4280,3930,3630,3710,3890,4420,4080,3880,3970,4230,4500,4620,4890,5400,6070,6760,8070,9700,11190,13280,15000,17350,16200,16460,14970,16840,18750,18560,18980,16810,16040,16020,17010
Tunisia,TUN,,,,,,,,220,250,260,270,310,400,460,610,760,810,850,940,1130,1360,1420,1280,1180,1160,1150,1140,1270,1330,1290,1410,1460,1680,1660,1710,1790,1970,2120,2150,2260,2270,2240,2180,2460,2900,3160,3330,3530,3850,4070,4130,3990,4100,4160,4160,3960,3750,3520,3500,3370
Turkey,TUR,,,,,,,,470,520,560,560,530,560,640,860,1110,1310,1410,1530,1820,1860,1860,1570,1400,1310,1310,1450,1740,1860,1920,2310,2590,2940,3140,2680,2850,2920,3190,3440,3590,4320,3580,3590,3950,5270,6820,7880,8950,9850,9640,10490,11310,11960,12600,12630,12030,11260,10980,10520,9690
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2710,3310,2490,3240,3630,3780,4500,4660,4820,4400,4720,4430,5560,4670,5440,5070,4810,5430,5620
Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,190,180,170,160,170,190,220,270,330,410,410,420,430,470,500,520,540,600,670,720,770,810,890,970,980,970,970,1020,1080
Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,,,180,200,250,310,400,400,320,250,190,180,180,230,280,300,290,290,270,250,250,260,280,310,350,390,430,550,680,850,830,800,820,830,790,740,750,780
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620,1610,1520,1420,1230,1000,920,860,890,850,760,700,730,790,980,1270,1540,1950,2590,3210,2840,2980,3110,3500,3800,3560,2700,2370,2380,2800,3370
Upper middle income,UMC,,,,,,,222.5789836,220.6537756,228.6678287,249.1678523,270.7388767,287.1664295,310.8865434,379.0517797,470.0793725,556.2016097,575.8131027,600.8892959,647.5244583,750.612485,850.3329237,911.0662343,898.2982559,833.4571989,829.8085757,852.8044239,899.3122904,958.5122625,1003.305237,1020.549561,1100.77474,1235.668835,1317.765904,1388.887771,1452.93453,1570.511673,1719.677751,1840.07574,1767.490018,1721.339023,1799.355945,1814.447741,1847.327983,2010.93443,2345.676936,2754.526237,3232.799282,3863.471676,4606.061745,4972.070913,5624.826325,6321.976412,7242.433502,7898.029116,8186.742707,7957.810331,7780.084957,7943.940535,8540.75553,9050.390944
Uruguay,URY,,,580,610,660,680,720,640,610,670,820,850,870,1060,1370,1620,1490,1420,1630,2150,2870,3650,3290,2190,1740,1510,1780,2210,2600,2730,2840,3180,3830,4350,5040,5530,6160,6970,7240,7260,7060,6500,5140,4250,4130,4720,5390,6390,7710,8810,10440,12060,13370,15320,15830,15640,14980,15150,15910,16230
United States,USA,,,3280,3410,3610,3880,4190,4370,4740,5070,5230,5620,6280,7290,7980,8510,8960,9590,10760,12200,13380,14360,14220,14570,16210,17460,19110,21390,23490,23770,24060,24270,25680,26390,27650,29040,30270,31270,32030,33670,35960,36710,37310,39770,43510,46190,47880,48500,48980,47730,48990,50570,52770,53950,55860,56750,57210,59080,63170,65850
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,590,570,580,600,610,620,650,630,560,450,420,460,530,610,770,980,1150,1370,1650,2020,2270,2470,2600,2660,2350,2020,1800
St. Vincent and the Grenadines,VCT,,,180,160,170,180,180,170,190,190,210,220,300,310,340,370,390,460,560,710,830,960,1030,1090,1200,1330,1450,1660,1950,2030,2110,2230,2540,2680,2640,2890,3000,3070,3190,3310,3470,3650,3950,4380,4730,4960,5470,5910,6260,6320,6090,6130,6400,6560,6390,6560,6800,6970,7340,7460
"Venezuela, RB",VEN,,,960,990,950,890,820,840,900,910,980,1010,1120,1340,1720,2140,2470,2600,2790,3180,3610,4100,4050,3780,3640,3520,3610,3350,3400,2560,2670,2690,2870,2850,2740,3040,3100,3470,3420,3570,4120,4600,3990,3490,4110,4980,6130,7630,9400,10380,11810,11980,12710,11970,13080,,,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,130,110,130,160,190,250,300,330,340,360,410,430,450,500,580,630,720,840,980,1010,1250,1370,1540,1720,1880,1970,2080,2130,2380,2590
Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,,,940,840,800,900,930,980,890,990,1110,1240,1120,1150,1150,1210,1240,1330,1390,1450,1430,1430,1370,1230,1360,1590,1780,1990,2140,2530,2610,2710,2870,2950,3180,3120,2910,2850,2880,3120,3210
World,WLD,,,484.3907826,511.3269582,547.9060787,589.7019095,632.4672518,659.6860959,708.1186009,763.9055478,805.907356,867.6315579,976.1532003,1180.406605,1382.19485,1546.707695,1623.127009,1719.183346,1928.901326,2277.747581,2608.265554,2712.120529,2581.331538,2451.284692,2497.143984,2578.254462,2842.881079,3315.771423,3914.024761,4061.707727,4212.675225,4360.709339,4672.594351,4751.220171,4944.44575,5243.459963,5493.254725,5532.292797,5302.214456,5311.881806,5496.576799,5473.783254,5431.913466,5831.973367,6643.362609,7361.032732,7853.283349,8370.515334,8961.692194,8991.95017,9422.42764,9909.264852,10503.65725,10883.82446,11005.44622,10671.35892,10410.19742,10473.33138,11151.62516,11566.22423
Samoa,WSM,,,,,,,,,,,,,,,,,,,,,,,,,510,480,500,530,550,580,570,540,,,,,,,,,,,1520,1660,1990,2320,2560,2850,3060,3030,3230,3520,3660,3800,3820,3960,4110,4060,4020,4190
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940,2270,2470,2690,3070,3290,3420,3640,3780,3960,4020,4010,3970,3970,4340,4660
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,460,380,320,300,330,370,380,430,480,520,550,610,700,810,890,1010,1100,1200,1080,1260,1440,1460,1200,1150,1070,940,
South Africa,ZAF,,,460,490,520,560,590,650,690,740,800,870,920,1110,1400,1610,1560,1500,1610,1940,2500,2880,2770,2520,2460,2130,1990,2210,2670,2830,2860,3000,3250,3380,3510,3640,3660,3600,3230,3130,3070,2860,2670,2920,3720,4990,5630,5910,5980,5850,6190,6990,7570,7350,6760,6050,5470,5410,5750,6040
Zambia,ZMB,,,190,190,210,270,280,330,370,410,450,440,440,450,580,590,570,500,490,510,610,690,610,500,420,340,250,260,330,400,430,390,360,380,350,380,400,400,360,350,330,350,360,410,460,560,720,900,1180,1280,1340,1420,1690,1760,1800,1580,1370,1300,1440,1430
Zimbabwe,ZWE,,,270,270,260,280,280,300,300,340,400,410,450,530,670,730,710,650,650,730,900,1060,1040,960,830,740,690,700,810,840,860,850,700,640,630,620,690,700,620,570,510,540,490,440,450,460,440,420,330,420,630,920,1110,1210,1260,1280,1290,1360,1530,1390